# command:    ssu-cmsearch --hmm-cW 1.5 --no-null3 --noalign -T -1 --tab Data_processing/Aligned_sequences/SSU-align_NonSpinose/SSU-align_NonSpinose.tab --viterbi /usr/local/share/ssu-align-0.1.1/ssu-align-0p1.cm Data/Sequences_Morard/Basetypes_NonSpinose.fasta
# date:       Tue Feb 14 15:44:23 2023
# num seqs:   206
# dbsize(Mb): 0.386384
#
# Pre-search info for CM 1: archaea
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: archaea
#                                                                                     target coord   query coord                         
#                                                                           ----------------------  ------------                         
# model name  target name                                                        start        stop  start   stop    bit sc   E-value  GC%
# ----------  ------------------------------------------------------------  ----------  ----------  -----  -----  --------  --------  ---
  archaea     Basetype_1|basegroup_78|Globorotalia|hirsuta                         841         879      1   1508     25.12         -   62
  archaea     Basetype_2|basegroup_68|Globorotalia|cultrata                        943         981      1   1508     22.99         -   59
  archaea     Basetype_9|basegroup_69|Pulleniatina|obliquiloculata                 794         832      1   1508     25.12         -   62
  archaea     Basetype_10|basegroup_71|Pulleniatina|obliquiloculata                794         832      1   1508     25.12         -   62
  archaea     Basetype_13|basegroup_94|Pulleniatina|obliquiloculata                793         831      1   1508     25.12         -   62
  archaea     Basetype_14|basegroup_96|Pulleniatina|obliquiloculata                792         830      1   1508     25.12         -   62
  archaea     Basetype_15|basegroup_98|Pulleniatina|obliquiloculata                792         830      1   1508     25.12         -   62
  archaea     Basetype_16|basegroup_122|Pulleniatina|obliquiloculata               794         832      1   1508     25.12         -   62
  archaea     Basetype_17|basegroup_99|Pulleniatina|obliquiloculata                792         830      1   1508     25.12         -   62
  archaea     Basetype_18|basegroup_103|Pulleniatina|obliquiloculata               797         835      1   1508     25.12         -   62
  archaea     Basetype_19|basegroup_107|Pulleniatina|obliquiloculata               794         832      1   1508     25.12         -   62
  archaea     Basetype_20|basegroup_72|Pulleniatina|obliquiloculata                792         830      1   1508     25.12         -   62
  archaea     Basetype_21|basegroup_136|Pulleniatina|obliquiloculata               790         828      1   1508     25.12         -   62
  archaea     Basetype_22|basegroup_133|Pulleniatina|obliquiloculata               793         831      1   1508     25.12         -   62
  archaea     Basetype_23|basegroup_134|Pulleniatina|obliquiloculata               794         832      1   1508     25.12         -   62
  archaea     Basetype_24|basegroup_100|Pulleniatina|obliquiloculata               796         834      1   1508     25.12         -   62
  archaea     Basetype_25|basegroup_101|Pulleniatina|obliquiloculata               792         830      1   1508     25.12         -   62
  archaea     Basetype_26|basegroup_102|Pulleniatina|obliquiloculata               794         832      1   1508     25.12         -   62
  archaea     Basetype_27|basegroup_106|Pulleniatina|obliquiloculata               794         832      1   1508     25.12         -   62
  archaea     Basetype_28|basegroup_120|Pulleniatina|obliquiloculata               798         836      1   1508     25.12         -   62
  archaea     Basetype_29|basegroup_105|Pulleniatina|obliquiloculata               793         831      1   1508     25.12         -   62
  archaea     Basetype_30|basegroup_104|Pulleniatina|obliquiloculata               802         840      1   1508     25.12         -   62
  archaea     Basetype_31|basegroup_131|Pulleniatina|obliquiloculata               793         831      1   1508     25.12         -   62
  archaea     Basetype_32|basegroup_132|Pulleniatina|obliquiloculata               796         834      1   1508     25.12         -   62
  archaea     Basetype_33|basegroup_130|Pulleniatina|obliquiloculata               794         832      1   1508     25.12         -   62
  archaea     Basetype_34|basegroup_149|Pulleniatina|obliquiloculata               794         832      1   1508     25.12         -   62
  archaea     Basetype_35|basegroup_157|Pulleniatina|obliquiloculata               796         834      1   1508     25.12         -   62
  archaea     Basetype_36|basegroup_158|Pulleniatina|obliquiloculata               793         831      1   1508     25.12         -   62
  archaea     Basetype_37|basegroup_153|Pulleniatina|obliquiloculata               796         834      1   1508     25.12         -   62
  archaea     Basetype_38|basegroup_154|Pulleniatina|obliquiloculata               791         829      1   1508     25.12         -   62
  archaea     Basetype_39|basegroup_156|Pulleniatina|obliquiloculata               793         831      1   1508     25.12         -   62
  archaea     Basetype_40|basegroup_94|Pulleniatina|obliquiloculata                793         831      1   1508     25.12         -   62
  archaea     Basetype_41|basegroup_95|Pulleniatina|obliquiloculata                795         833      1   1508     25.12         -   62
  archaea     Basetype_42|basegroup_96|Pulleniatina|obliquiloculata                792         830      1   1508     25.12         -   62
  archaea     Basetype_43|basegroup_96|Pulleniatina|obliquiloculata                792         830      1   1508     25.12         -   62
  archaea     Basetype_44|basegroup_98|Pulleniatina|obliquiloculata                791         829      1   1508     25.12         -   62
  archaea     Basetype_45|basegroup_98|Pulleniatina|obliquiloculata                791         829      1   1508     25.12         -   62
  archaea     Basetype_46|basegroup_103|Pulleniatina|obliquiloculata               797         835      1   1508     25.12         -   62
  archaea     Basetype_47|basegroup_103|Pulleniatina|obliquiloculata               797         835      1   1508     25.12         -   62
  archaea     Basetype_48|basegroup_107|Pulleniatina|obliquiloculata               795         833      1   1508     25.12         -   62
  archaea     Basetype_49|basegroup_136|Pulleniatina|obliquiloculata               791         829      1   1508     25.12         -   62
  archaea     Basetype_50|basegroup_136|Pulleniatina|obliquiloculata               791         829      1   1508     25.12         -   62
  archaea     Basetype_51|basegroup_133|Pulleniatina|obliquiloculata               793         831      1   1508     25.12         -   62
  archaea     Basetype_52|basegroup_138|Pulleniatina|obliquiloculata               794         832      1   1508     25.12         -   62
  archaea     Basetype_53|basegroup_102|Pulleniatina|obliquiloculata               792         830      1   1508     25.12         -   62
  archaea     Basetype_54|basegroup_119|Pulleniatina|obliquiloculata               793         831      1   1508     25.12         -   62
  archaea     Basetype_55|basegroup_121|Pulleniatina|obliquiloculata               798         836      1   1508     25.12         -   62
  archaea     Basetype_56|basegroup_105|Pulleniatina|obliquiloculata               790         828      1   1508     25.12         -   62
  archaea     Basetype_57|basegroup_151|Pulleniatina|obliquiloculata               790         828      1   1508     25.12         -   62
  archaea     Basetype_58|basegroup_151|Pulleniatina|obliquiloculata               789         827      1   1508     25.12         -   62
  archaea     Basetype_59|basegroup_152|Pulleniatina|obliquiloculata               791         829      1   1508     25.12         -   62
  archaea     Basetype_60|basegroup_150|Pulleniatina|obliquiloculata               793         831      1   1508     25.12         -   62
  archaea     Basetype_61|basegroup_159|Pulleniatina|obliquiloculata               793         831      1   1508     25.12         -   62
  archaea     Basetype_62|basegroup_155|Pulleniatina|obliquiloculata               794         832      1   1508     25.12         -   62
  archaea     Basetype_63|basegroup_156|Pulleniatina|obliquiloculata               794         832      1   1508     25.12         -   62
  archaea     Basetype_73|basegroup_14|Neogloboquadrina|incompta                   887         925      1   1508     25.12         -   62
  archaea     Basetype_73|basegroup_14|Neogloboquadrina|incompta                   662         634      1   1508     -0.90         -   45
  archaea     Basetype_75|basegroup_6|Globorotalia|truncatulinoides                850         888      1   1508     22.99         -   59
  archaea     Basetype_75|basegroup_6|Globorotalia|truncatulinoides                757         239      1   1508      0.22         -   46
  archaea     Basetype_78|basegroup_37|Neogloboquadrina|pachyderma                 818         856      1   1508     25.12         -   62
  archaea     Basetype_79|basegroup_37|Neogloboquadrina|pachyderma                 818         856      1   1508     25.12         -   62
  archaea     Basetype_80|basegroup_37|Neogloboquadrina|pachyderma                 818         856      1   1508     25.12         -   62
  archaea     Basetype_81|basegroup_37|Neogloboquadrina|pachyderma                 818         856      1   1508     25.12         -   62
  archaea     Basetype_82|basegroup_33|Neogloboquadrina|pachyderma                 833         871      1   1508     25.12         -   62
  archaea     Basetype_84|basegroup_200|Neogloboquadrina|incompta                  865         921      1   1508     29.90         -   60
  archaea     Basetype_84|basegroup_200|Neogloboquadrina|incompta                  663         635      1   1508     -0.90         -   48
  archaea     Basetype_85|basegroup_47|Neogloboquadrina|pachyderma                 843         881      1   1508     25.12         -   62
  archaea     Basetype_86|basegroup_47|Neogloboquadrina|pachyderma                 847         885      1   1508     25.12         -   62
  archaea     Basetype_87|basegroup_47|Neogloboquadrina|pachyderma                 834         872      1   1508     25.12         -   62
  archaea     Basetype_88|basegroup_47|Neogloboquadrina|pachyderma                 848         886      1   1508     25.12         -   62
  archaea     Basetype_89|basegroup_47|Neogloboquadrina|pachyderma                 846         884      1   1508     25.12         -   62
  archaea     Basetype_90|basegroup_47|Neogloboquadrina|pachyderma                 847         885      1   1508     25.12         -   62
  archaea     Basetype_91|basegroup_47|Neogloboquadrina|pachyderma                 847         885      1   1508     25.12         -   62
  archaea     Basetype_92|basegroup_47|Neogloboquadrina|pachyderma                 850         888      1   1508     25.12         -   62
  archaea     Basetype_93|basegroup_47|Neogloboquadrina|pachyderma                 834         872      1   1508     25.12         -   62
  archaea     Basetype_94|basegroup_47|Neogloboquadrina|pachyderma                 853         891      1   1508     25.12         -   62
  archaea     Basetype_95|basegroup_47|Neogloboquadrina|pachyderma                 838         876      1   1508     25.12         -   62
  archaea     Basetype_96|basegroup_48|Neogloboquadrina|pachyderma                 836         874      1   1508     25.12         -   62
  archaea     Basetype_97|basegroup_48|Neogloboquadrina|pachyderma                 853         891      1   1508     25.12         -   62
  archaea     Basetype_98|basegroup_48|Neogloboquadrina|pachyderma                 843         881      1   1508     25.12         -   62
  archaea     Basetype_99|basegroup_49|Neogloboquadrina|pachyderma                 836         874      1   1508     25.12         -   62
  archaea     Basetype_100|basegroup_49|Neogloboquadrina|pachyderma                836         874      1   1508     25.12         -   62
  archaea     Basetype_101|basegroup_49|Neogloboquadrina|pachyderma                851         889      1   1508     25.12         -   62
  archaea     Basetype_102|basegroup_49|Neogloboquadrina|pachyderma                841         879      1   1508     25.12         -   62
  archaea     Basetype_103|basegroup_49|Neogloboquadrina|pachyderma                851         889      1   1508     25.12         -   62
  archaea     Basetype_104|basegroup_49|Neogloboquadrina|pachyderma                843         881      1   1508     25.12         -   62
  archaea     Basetype_105|basegroup_49|Neogloboquadrina|pachyderma                836         874      1   1508     25.12         -   62
  archaea     Basetype_106|basegroup_37|Neogloboquadrina|pachyderma                818         856      1   1508     25.12         -   62
