# command:    ssu-cmsearch --hmm-cW 1.5 --no-null3 --noalign -T -1 --tab Data_processing/Aligned_sequences/SSU-align_Spinose/SSU-align_Spinose.tab --viterbi /usr/local/share/ssu-align-0.1.1/ssu-align-0p1.cm Data/Sequences_Morard/Basetypes_Spinose.fasta
# date:       Tue Feb 14 15:43:45 2023
# num seqs:   80
# dbsize(Mb): 0.143294
#
# Pre-search info for CM 1: archaea
#
# rnd  mod  alg  cfg   beta  bit sc cut
# ---  ---  ---  ---  -----  ----------
#   1  hmm  vit  loc      -       -1.00
#
# CM: archaea
#                                                                                    target coord   query coord                         
#                                                                          ----------------------  ------------                         
# model name  target name                                                       start        stop  start   stop    bit sc   E-value  GC%
# ----------  -----------------------------------------------------------  ----------  ----------  -----  -----  --------  --------  ---
  archaea     Basetype_3|basegroup_70|Globigerinella|siphonifera                  792         830      1   1508     25.12         -   62
  archaea     Basetype_4|basegroup_65|Globigerinella|siphonifera                  792         830      1   1508     25.12         -   62
  archaea     Basetype_5|basegroup_66|Orbulina|universa                           715         772      1   1508     28.79         -   64
  archaea     Basetype_6|basegroup_11|Orbulina|universa                           715         772      1   1508     28.79         -   64
  archaea     Basetype_7|basegroup_52|Globigerinoides|ruber-albus                 771         809      1   1508     25.12         -   62
  archaea     Basetype_11|basegroup_5|Trilobatus|sacculifer                       801         837      1   1508     16.57         -   59
  archaea     Basetype_12|basegroup_51|Globigerinoides|ruber-albus                766         804      1   1508     25.12         -   62
  archaea     Basetype_64|basegroup_9|Globigerinella|siphonifera                  794         832      1   1508     25.12         -   62
  archaea     Basetype_65|basegroup_10|Globigerinella|siphonifera                 784         822      1   1508     25.12         -   62
  archaea     Basetype_66|basegroup_8|Globigerinoides|elongatus                   745         824      1   1508     43.74         -   59
  archaea     Basetype_67|basegroup_7|Globigerina|bulloides                       762         798      1   1508     12.83         -   59
  archaea     Basetype_67|basegroup_7|Globigerina|bulloides                       591         577      1   1508      0.18         -   33
  archaea     Basetype_68|basegroup_15|Globigerina|bulloides                      755         791      1   1508     12.83         -   59
  archaea     Basetype_68|basegroup_15|Globigerina|bulloides                      586         572      1   1508      0.18         -   40
  archaea     Basetype_69|basegroup_17|Globigerina|bulloides                      760         796      1   1508     12.83         -   59
  archaea     Basetype_69|basegroup_17|Globigerina|bulloides                      588         574      1   1508      0.18         -   33
