"","Lineage code","Ancestor code","Start date","End date","Species in lineage"
"830","F37310","F37090",6.53844531911658,6.53242546619847,"Globigerinoides obliquus"
"831","F19017","N163",34.4,34.0614707023138,"Dentoglobigerina sp-Dentoglobigerina galavisi-Dentoglobigerina tapuriensis"
"832","F47249","F47162",10.808435990524,10.5633349334542,"Globoturborotalita nepenthes"
"833","F58496","F58648",3.21500743130455,3.19375369797025,"Neogloboquadrina acostaensis"
"834","F23763","F24236",12.583817287,10.5696056859591,"Dentoglobigerina prasaepis-Dentoglobigerina venezuelana-Globoquadrina conglomerata"
"835","F84856","F85285",13.1878046676252,13.1387310813063,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"836","F3418","N125",56.2,55.802710008719,"Acarinina esnaensis-Acarinina wilcoxensis"
"837","F49850","F49747",16.7731365660684,16.53580366718,"Globorotalia praescitula-Globorotalia zealandica"
"838","F2792","F4529",43.2197133268602,42.4918825255637,"Acarinina pentacamerata-Acarinina collactea"
"839","F67227","F66312",21.3169733572286,20.8796565248547,"Paragloborotalia semivera-Paragloborotalia siakensis-Globorotalia bella-Paragloborotalia mayeri-Paragloborotalia acrostoma"
"840","F11647","F11677",33.4120424818108,33.3630160397966,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"841","F43335","F10126",29.1754512724769,29.165179156838,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"842","F54441","N94",52.4,52.3499028155005,"Morozovella lensiformis-Morozovella aragonensis"
"843","F69904","F69909",63.6073285962874,61.7395504655829,"Praemurica taurica-Praemurica pseudoinconstans-Praemurica inconstans-Praemurica uncinata"
"844","F40327","F40614",12.2416227603704,11.7267021842374,"Globoquadrina dehiscens"
"845","F73257","N345",11.5,11.071719561452,"Sphaeroidinellopsis seminulina-Sphaeroidinellopsis paenedehiscens-Sphaeroidinella dehiscens"
"846","F74386","F74577",35.479027917633,35.2424803529377,"Subbotina minima-Subbotina angiporoides"
"847","F36999","N329",3.3,2.67149866766762,"Globigerinoides obliquus"
"848","F51610","N37",5.7,2.92946063901298,"Globorotalia exilis-Globorotalia pertenuis"
"849","F58777","F58986",5.60145631788168,4.35266567673068,"Neogloboquadrina acostaensis"
"850","F62196","F62029",2.88928358649595,1.45690842867873,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"851","F54519","F55965",49.9501776978045,47.482278341629,"Morozovella lensiformis-Morozovella aragonensis"
"852","F90819","N315",4.5,1.20367158026434,"Turborotalita quinqueloba"
"853","F31649","F31798",23.4794595066132,21.2840162793174,"Globigerinella clavaticamerata-Globigerinella obesa-Globigerinella praesiphonifera-Globigerinella siphonifera"
"854","F53948","F53871",55.5675025232998,55.5300789394323,"Morozovella aequa"
"855","F68855","F51342",57.272324898208,56.3938277861732,"Igorina tadjikistanensis-Pearsonites lodoensis-Pearsonites broedermanni-Pearsonites anapetes"
"856","F63481","F66077",23.9633802280797,23.8067314752553,"Paragloborotalia pseudokugleri-Paragloborotalia kugleri"
"857","F17927","F17984",20.6855783733002,19.4437358174264,"Dentoglobigerina baroemoenensis"
"858","F78642","F78977",47.8421640426014,46.2710979268517,"Subbotina cancellata-Subbotina patagonica-Subbotina linaperta"
"859","F7868","N109",52.6,52.4536954157923,"Acarinina soldadoensis"
"860","F51744","N37",5.7,3.29142490915488,"Globorotalia limbata-Globorotalia pseudomiocenica-Globorotalia miocenica"
"861","F57232","F57224",57.5113631746499,57.455412670658,"Morozovella velascoensis"
"862","F19999","N179",24.1,18.0660840014322,"Dentoglobigerina larmeui"
"863","F27806","F27968",1.08406015485991,0.965792814799812,"Globoturborotalita occlusa-Globigerina praebulloides-Globigerina bulloides-Globigerina umbilicata-Globigerina falconensis"
"864","F41457","F40846",16.9524502845807,16.7348152470635,"Globoquadrina dehiscens"
"865","F51773","N34",10.3,6.70416419703281,"Globorotalia limbata"
"866","F4529","F2488",43.7077598077059,43.2197133268602,"Acarinina pentacamerata-Acarinina collactea"
"867","F84774","N336",22.5,21.8286500560367,"Globoturborotalita connecta-Trilobatus sacculifer-Trilobatus praeimmaturus"
"868","F85479","F87548",18.2852508724225,17.3840898749529,"Globoturborotalita connecta-Trilobatus sacculifer-Trilobatus praeimmaturus"
"869","F71695","N364",5.2,4.93025707999477,"Pulleniatina praespectabilis-Pulleniatina spectabilis-Pulleniatina obliquiloculata"
"870","F73256","N344",17.3,16.4766141053033,"Sphaeroidinellopsis disjuncta-Sphaeroidinellopsis seminulina"
"871","F70091","N198",64.87,64.6899469568697,"Praemurica taurica-Praemurica pseudoinconstans-Praemurica inconstans-Praemurica uncinata"
"872","F58661","N157",8,7.26400693137664,"Paragloborotalia continuosa-Neogloboquadrina acostaensis"
"873","F90829","F90611",1.0540624100226,0.618670601206832,"Turborotalita quinqueloba"
"874","F85469","F87438",11.7554267833009,11.0163384018156,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"875","F74463","F74043",30.0231029340034,29.9056259145602,"Subbotina minima-Subbotina angiporoides"
"876","F12975","N206",43.4,42.6809229276507,"Globorotaloides suteri-Catapsydrax unicavus"
"877","F74166","F74532",34.101961929392,33.3821039162125,"Subbotina minima-Subbotina angiporoides"
"878","F51705","F53162",3.22060269345297,3.07329423000105,"Globorotalia limbata-Globorotalia pseudomiocenica-Globorotalia miocenica"
"879","F86705","F85818",6.46685998923844,5.72618527608796,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"880","F35577","N326",21,20.679947018069,"Globigerinoides altiaperturus-Globigerinoides obliquus"
"881","F36352","N329",3.3,2.61884466614574,"Globigerinoides extremus"
"882","F81935","F81741",55.943259616089,55.5390962291113,"Subbotina velascoensis"
"883","F8301","F8175",54.9885203057923,54.2920129320119,"Acarinina subsphaerica"
"884","F57678","F57962",42.3503885676619,42.1754724236583,"Morozovelloides coronatus-Morozovelloides crassatus"
"885","F86357","F86332",4.3378036544146,3.98049996002384,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"886","F50783","N72",59.5,59.4524555828609,"Igorina albeari"
"887","F53978","F53823",58.1745463004829,57.7730908426626,"Morozovella angulata-Morozovella apanthesma-Morozovella aequa"
"888","F48860","N237",43.95,42.8105394420231,"Guembelitrioides nuttalli"
"889","F61314","F61852",6.53409069622168,5.87624491704982,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"890","F40516","F40327",11.7267021842374,8.31744098922877,"Globoquadrina dehiscens"
"891","F77081","F77112",34.4813234424581,34.1283984847292,"Subbotina yeguaensis-Subbotina gortanii"
"892","F72962","F72992",5.92786489881092,5.64546524848556,"Sphaeroidinellopsis seminulina-Sphaeroidinellopsis paenedehiscens-Sphaeroidinella dehiscens"
"893","F89922","F90327",43.2710213953676,42.8845161386486,"Turborotalia frontosa-Turborotalia possagnoensis-Turborotalia pomeroli-Turborotalia cerroazulensis-Turborotalia altispiroides"
"894","F49218","N51",7.2,6.00855996347498,"Globorotalia cibaoensis"
"895","F30137","N246",43,42.0736049454264,"Globigerinatheka index"
"896","F18066","F18569",16.8149599356879,16.543123754469,"Dentoglobigerina baroemoenensis"
"897","F57224","F57492",58.2740137792495,57.5113631746499,"Morozovella velascoensis"
"898","F70804","N8",35.8,35.6801073795785,"Pseudohastigerina micra"
"899","F80204","N276",47.55,47.4723092033132,"Subbotina senni"
"900","F52830","F52789",3.65865445224568,3.1194915235322,"Globorotalia multicamerata"
"901","F4029","N112",41.6,39.6086781992158,"Acarinina medizzai"
"902","F90527","N315",4.5,4.45649859383469,"Turborotalita humilis-Turborotalita clarkei"
"903","F88175","F88198",2.41819412218037,1.65961530378321,"Globorotalia crassaformis-Globorotalia viola-Globorotalia ronda"
"904","F47641","F47471",31.3287879399722,27.5142252907576,"Globoturborotalita ouachitaensis"
"905","F40193","F23578",5.76674167225836,1.35888016190613,"Dentoglobigerina prasaepis-Dentoglobigerina venezuelana-Globoquadrina conglomerata"
"906","F3432","N128",54.6,54.1185070515969,"Acarinina esnaensis-Acarinina wilcoxensis"
"907","F21620","N172",29.5,26.4726131399192,"Dentoglobigerina tripartita"
"908","F64215","F62555",16.9617804427745,16.8670577946212,"Paragloborotalia semivera-Paragloborotalia siakensis-Globorotalia bella-Paragloborotalia mayeri-Paragloborotalia acrostoma"
"909","F44183","F13345",32.6472101471014,32.5847198819386,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"910","F75276","F75156",42.8743698921259,42.6856329044947,"Parasubbotina hagni-Subbotina corpulenta"
"911","F31294","F31272",35.2033743250905,34.353334825869,"Globigerinatheka tropicalis"
"912","F10331","F44336",33.9669107684838,33.813711828487,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"913","F5638","F5087",46.309443494617,45.7108218329165,"Acarinina coalingensis-Acarinina primitiva"
"914","F39140","F39935",2.88738810347852,2.77326404763898,"Globorotalia sphericomiozea-Globorotalia puncticulata-Globorotalia triangula-Globorotalia inflata"
"915","F10890","F11431",23.7389763701684,23.699020773808,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"916","F12125","F12034",27.9136780254124,27.5013471003994,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"917","F75654","F76146",37.5872243222168,36.9970783747802,"Subbotina eocaena"
"918","F68941","F69099",50.0665344304475,44.7324198064654,"Igorina tadjikistanensis-Pearsonites lodoensis-Pearsonites broedermanni-Pearsonites anapetes"
"919","F73602","F73485",7.32341292741708,6.94904312213744,"Sphaeroidinellopsis seminulina-Sphaeroidinellopsis paenedehiscens-Sphaeroidinella dehiscens"
"920","F37090","F37319",7.16524550160859,6.53844531911658,"Globigerinoides obliquus"
"921","F55965","F54773",51.5061200453003,49.9501776978045,"Morozovella lensiformis-Morozovella aragonensis"
"922","F90134","N21",32.9,32.6240557064419,"Turborotalia increbescens"
"923","F58179","F57835",41.4047895835922,40.6723038450605,"Morozovelloides coronatus-Morozovelloides crassatus"
"924","F47229","F46918",9.56199872984085,8.90298831257271,"Globoturborotalita nepenthes"
"925","F2614","F2367",46.7351325933778,46.6696479731007,"Acarinina pentacamerata-Acarinina collactea"
"926","F23428","F23164",14.1843072027167,13.9974725922176,"Dentoglobigerina prasaepis-Dentoglobigerina venezuelana-Globoquadrina conglomerata"
"927","F23975","F22467",13.9705893015945,13.3481668695156,"Dentoglobigerina prasaepis-Dentoglobigerina venezuelana-Globoquadrina conglomerata"
"928","F90080","N17",37.3,33.9200417361045,"Turborotalia increbescens-Turborotalia ampliapertura"
"929","F40614","F41229",13.9145673945779,12.2416227603704,"Globoquadrina dehiscens"
"930","F60598","F60500",2.62525837855336,2.42718627487775,"Neogloboquadrina incompta-Neogloboquadrina pachyderma"
"931","F66862","F66385",25.025588972827,24.3000867940416,"Paragloborotalia semivera-Paragloborotalia siakensis-Globorotalia bella-Paragloborotalia mayeri-Paragloborotalia acrostoma"
"932","F23921","F23755",28.7916332200309,28.5717735700239,"Dentoglobigerina prasaepis-Dentoglobigerina venezuelana-Globoquadrina conglomerata"
"933","F76079","N269",42.8,42.6153429309033,"Subbotina eocaena"
"934","F45473","F45680",3.81119897496496,3.01160499619087,"Globoturborotalita decoraperta-Globoturborotalita rubescens-Globigerinoides tenellus"
"935","F30732","F30881",40.8161405654174,39.60657087459,"Globigerinatheka mexicana"
"936","F26512","F26496",61.43763723701,57.2692291007983,"Globanomalina planocompressa-Globanomalina imitata-Globanomalina ovalis"
"937","F1115","F851",43.8687414311325,42.5888059226493,"Acarinina boudreauxi-Acarinina bullbrooki"
"938","F16655","F16408",11.0094869165006,9.0407606599573,"Dentoglobigerina globularis-Dentoglobigerina globosa-Dentoglobigerina altispira"
"939","F31798","F31724",24.2234016525676,23.4794595066132,"Globigerinella clavaticamerata-Globigerinella obesa-Globigerinella praesiphonifera-Globigerinella siphonifera"
"940","F19192","N171",32.5,32.4235033868509,"Dentoglobigerina galavisi"
"941","F47162","N354",11.5,10.808435990524,"Globoturborotalita nepenthes"
"942","F54896","N98",47.19,45.4068609614391,"Morozovella caucasica"
"943","F11628","F11574",41.0509543181583,40.6153757334617,"Catapsydrax howei"
"944","F29762","F30137",42.0736049454264,40.1429675530898,"Globigerinatheka index"
"945","F53535","N79",58,55.6308682687278,"Morozovella pasionensis-Morozovella acutispira"
"946","F1579","N133",44.65,44.305403209792,"Acarinina boudreauxi-Acarinina bullbrooki"
"947","F57757","N137",44.5,44.3557291739178,"Morozovelloides bandyi-Morozovelloides coronatus-Morozovelloides crassatus"
"948","F21113","F21094",27.5077251032914,27.5027493681293,"Dentoglobigerina tapuriensis"
"949","F5259","F5294",39.8706742452814,39.818854784526,"Acarinina coalingensis-Acarinina primitiva"
"950","F60856","F62441",7.12155422866291,6.74136288367384,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"951","F89806","F90339",45.045094368537,43.3041488529546,"Turborotalia frontosa-Turborotalia possagnoensis-Turborotalia pomeroli-Turborotalia cerroazulensis-Turborotalia altispiroides"
"952","F70636","F70642",42.7257591337841,42.7235195314162,"Pseudohastigerina wilcoxensis-Pseudohastigerina micra"
"953","F68215","N182",62.3,60.2268307344941,"Parasubbotina pseudobulloides"
"954","F76146","F76332",37.6285839775884,37.5872243222168,"Subbotina eocaena"
"955","F87122","F87050",10.9556220801105,10.6324173353834,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"956","F42417","N42",5.8,4.49855461703613,"Globorotalia tumida-Globorotalia flexuosa"
"957","F30131","N248",38.4,37.6588981841449,"Globigerinatheka index"
"958","F85558","F87731",10.1414921514325,9.84564996926637,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"959","F11677","F44220",33.4137377570965,33.4120424818108,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"960","F22394","F23531",15.7716569785594,15.4297188994312,"Dentoglobigerina prasaepis-Dentoglobigerina venezuelana-Globoquadrina conglomerata"
"961","F39349","F39953",4.07928077260731,3.75717575840652,"Globorotalia sphericomiozea-Globorotalia puncticulata-Globorotalia triangula-Globorotalia inflata"
"962","F61702","F61314",5.87624491704982,5.50269118202674,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"963","F71429","F71461",53.205622449386,52.562134894469,"Globanomalina ovalis-Globanomalina luxorensis-Pseudohastigerina wilcoxensis"
"964","F11459","F43402",21.5717982126167,21.1206323358137,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"965","F2256","F2070",51.3587811027498,50.7676757920813,"Acarinina coalingensis-Acarinina primitiva"
"966","F23164","F23486",14.3152425918977,14.1843072027167,"Dentoglobigerina prasaepis-Dentoglobigerina venezuelana-Globoquadrina conglomerata"
"967","F74415","F73969",32.95475044948,32.8040000589454,"Subbotina minima-Subbotina angiporoides"
"968","F27017","F26920",54.0715018454613,53.2355787185511,"Globanomalina chapmani-Globanomalina planoconica-Planoglobanomalina pseudoalgeriana"
"969","F25219","F24908",14.3906334010634,14.0960323701511,"Fohsella peripheroronda-Paragloborotalia birnageae-Fohsella peripheroacuta-Fohsella praefohsi"
"970","F19987","F19999",18.0660840014322,17.1170481828509,"Dentoglobigerina larmeui"
"971","F16997","F17102",16.0087682460644,15.7306356750233,"Dentoglobigerina globularis-Dentoglobigerina globosa-Dentoglobigerina altispira"
"972","F57962","F58002",42.8609879927116,42.3503885676619,"Morozovelloides coronatus-Morozovelloides crassatus"
"973","F41069","F41523",7.28820193886071,7.0775608699955,"Globoquadrina dehiscens"
"974","F41726","F41914",6.53358390523354,6.52688222493278,"Globorotalia merotumida-Globorotalia plesiotumida"
"975","F43129","F44361",30.9070909274113,30.812197569292,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"976","F31889","F32087",18.7290141021018,18.6257270179649,"Globigerinella clavaticamerata-Globigerinella obesa-Globigerinella praesiphonifera-Globigerinella siphonifera"
"977","F74043","F73966",30.7331971562514,30.0231029340034,"Subbotina minima-Subbotina angiporoides"
"978","F16768","F17535",8.38473635257687,8.0082366368093,"Dentoglobigerina globularis-Dentoglobigerina globosa-Dentoglobigerina altispira"
"979","F16324","F17421",18.1792539826692,17.5391919445782,"Dentoglobigerina globularis-Dentoglobigerina globosa-Dentoglobigerina altispira"
"980","F57384","F57232",57.455412670658,56.389587664206,"Morozovella velascoensis"
"981","F2367","F2540",47.7562479035417,46.7351325933778,"Acarinina pentacamerata-Acarinina collactea"
"982","F5278","F5104",50.2526453189013,49.2513126457959,"Acarinina coalingensis-Acarinina primitiva"
"983","F37000","F37185",4.22267248267541,3.85154105701288,"Globigerinoides obliquus"
"984","F16019","N278",30.5,30.3143114448898,"Ciperoella ciperoensis-Ciperoella fariasi"
"985","F32677","F32488",7.53995825705846,6.88266809638357,"Globigerinella siphonifera"
"986","F69777","F69954",64.5643550884165,64.5176665182784,"Praemurica taurica-Praemurica pseudoinconstans-Praemurica inconstans-Praemurica uncinata"
"987","F48194","F44837",8.02933163028676,7.61294894308574,"Globoturborotalita woodi-Globoturborotalita apertura"
"988","F3058","N115",51.6,50.6626158817641,"Acarinina angulosa-Acarinina cuneicamerata"
"989","F72608","F72567",7.86840459511382,5.37770817725139,"Sphaeroidinellopsis kochi"
"990","F7165","N117",50.8,50.4812191876123,"Acarinina soldadoensis"
"991","F90725","N314",44.15,18.2286983340001,"Turborotalita carcoselleensis-Turborotalita praequinqueloba-Turborotalita quinqueloba"
"992","F79275","F79308",52.4382986870198,49.7167128294054,"Subbotina roesnaesensis"
"993","F35757","F35636",5.66983883102424,4.39759851253592,"Globigerinoides bollii-Globoturborotalita kennetti"
"994","F28100","F47374",20.2182817222201,16.2640504931402,"Globoturborotalita occlusa-Globigerina praebulloides-Globigerina bulloides-Globigerina umbilicata-Globigerina falconensis"
"995","F87291","F86992",19.7687987187575,19.4540150570008,"Globoturborotalita connecta-Trilobatus sacculifer-Trilobatus praeimmaturus"
"996","F85244","F85808",2.45568917624652,1.23420566780853,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"997","F25349","F25385",17.4407700155582,16.025493812717,"Fohsella peripheroronda-Paragloborotalia birnageae-Fohsella peripheroacuta-Fohsella praefohsi"
"998","F17043","F16655",9.0407606599573,8.75147443741538,"Dentoglobigerina globularis-Dentoglobigerina globosa-Dentoglobigerina altispira"
"999","F41559","F40965",14.2262315019273,14.1825742084359,"Globoquadrina dehiscens"
"1000","F59775","F60270",0.71555314976722,0.440430872426368,"Neogloboquadrina incompta-Neogloboquadrina pachyderma"
"1001","F76195","N267",45.7,44.3228012415021,"Subbotina eocaena"
"1002","F7627","F7785",48.6572601139895,47.5708263943447,"Acarinina soldadoensis"
"1003","F5294","F5268",40.5583883426664,39.8706742452814,"Acarinina coalingensis-Acarinina primitiva"
"1004","F7785","F7165",50.4812191876123,48.6572601139895,"Acarinina soldadoensis"
"1005","F75871","F75654",36.9970783747802,35.2324404033925,"Subbotina eocaena"
"1006","F37797","F37538",9.00108361398781,8.63453750216402,"Globigerinoides altiaperturus-Globigerinoides obliquus"
"1007","F4179","N99",59.4,57.6439259689697,"Acarinina nitida"
"1008","F25163","F25301",15.7329514046143,15.7034382201452,"Fohsella peripheroronda-Paragloborotalia birnageae-Fohsella peripheroacuta-Fohsella praefohsi"
"1009","F70296","F86592",15.4818383289369,15.4749537218137,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"1010","F62664","N150",22,19.9873018505797,"Fohsella peripheroronda-Paragloborotalia birnageae-Fohsella peripheroacuta-Fohsella praefohsi"
"1011","F69073","F68941",44.7324198064654,44.5011737371213,"Igorina tadjikistanensis-Pearsonites lodoensis-Pearsonites broedermanni-Pearsonites anapetes"
"1012","F78326","F78606",42.3821300048172,41.8727905575419,"Subbotina cancellata-Subbotina patagonica-Subbotina linaperta"
"1013","F80909","F81044",63.357592811666,62.8578016216122,"Subbotina triloculinoides"
"1014","F18175","F18001",14.0570701560262,10.8935175510845,"Dentoglobigerina baroemoenensis"
"1015","F17450","F17617",11.8186683842097,11.0929369278066,"Dentoglobigerina globularis-Dentoglobigerina globosa-Dentoglobigerina altispira"
"1016","F79457","F80161",47.196014906789,46.6577770123794,"Subbotina senni"
"1017","F72280","F73451",4.04546815114823,3.55849457670984,"Sphaeroidinellopsis seminulina-Sphaeroidinellopsis paenedehiscens-Sphaeroidinella dehiscens"
"1018","F66905","F63997",14.811520989181,13.3463384748739,"Paragloborotalia semivera-Paragloborotalia siakensis-Globorotalia bella-Paragloborotalia mayeri-Paragloborotalia acrostoma"
"1019","F52699","F52246",8.59075936971931,6.85729667902924,"Globorotalia menardii"
"1020","F85818","F86855",7.07950564721664,6.46685998923844,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"1021","F9068","N70",60.75,49.3156503036286,"Alicantina lozanoi-Alicantina prolata"
"1022","F15249","F15239",30.0820558542979,25.2926420732308,"Globoturborotalita gnaucki-Ciperoella anguliofficinalis"
"1023","F2540","F4433",48.7364589396724,47.7562479035417,"Acarinina pentacamerata-Acarinina collactea"
"1024","F64248","F66905",13.3463384748739,12.8210444455873,"Paragloborotalia semivera-Paragloborotalia siakensis-Globorotalia bella-Paragloborotalia mayeri-Paragloborotalia acrostoma"
"1025","F41476","F41457",16.7348152470635,15.9202426292445,"Globoquadrina dehiscens"
"1026","F25385","F62664",19.9873018505797,17.4407700155582,"Fohsella peripheroronda-Paragloborotalia birnageae-Fohsella peripheroacuta-Fohsella praefohsi"
"1027","F90448","F89922",42.8845161386486,42.8639786656189,"Turborotalia frontosa-Turborotalia possagnoensis-Turborotalia pomeroli-Turborotalia cerroazulensis-Turborotalia altispiroides"
"1028","F59564","N157",8,6.14579966033343,"Neogloboquadrina atlantica-Neogloboquadrina humerosa-Neogloboquadrina dutertrei"
"1029","F63917","F64248",12.8210444455873,11.9125368604317,"Paragloborotalia semivera-Paragloborotalia siakensis-Globorotalia bella-Paragloborotalia mayeri-Paragloborotalia acrostoma"
"1030","F71509","F71539",45.0810994703025,44.9419530262752,"Pseudohastigerina wilcoxensis-Pseudohastigerina micra"
"1031","F87773","F85373",7.49393606906966,7.48127472250489,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"1032","F51362","N72",59.5,59.4368614676734,"Igorina tadjikistanensis-Pearsonites lodoensis-Pearsonites broedermanni-Pearsonites anapetes"
"1033","F11346","F44183",32.5847198819386,32.314205010531,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1034","F72792","F73114",5.11266703358386,4.70251356106728,"Sphaeroidinellopsis seminulina-Sphaeroidinellopsis paenedehiscens-Sphaeroidinella dehiscens"
"1035","F18653","N168",25.5,22.2761551368935,"Dentoglobigerina binaiensis"
"1036","F76605","F76434",38.371353216699,38.1797624274972,"Subbotina eocaena"
"1037","F52246","F52134",8.60786050491612,8.59075936971931,"Globorotalia menardii"
"1038","F87312","N339",3.3,2.95903799568536,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"1039","F68610","F69073",44.5011737371213,43.985849362174,"Igorina tadjikistanensis-Pearsonites lodoensis-Pearsonites broedermanni-Pearsonites anapetes"
"1040","F57157","F55100",59.5599615633301,59.4750797865959,"Morozovella conicotruncata-Morozovella velascoensis"
"1041","F61575","F84573",14.724079505502,14.0982545766854,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"1042","F60032","F60440",0.934942191645503,0.914490022743819,"Neogloboquadrina incompta-Neogloboquadrina pachyderma"
"1043","F55185","N94",52.4,47.8087500216207,"Morozovella crater"
"1044","F24763","N152",13.1,13.0506927324017,"Fohsella paralenguaensis-Fohsella lenguaensis"
"1045","F18095","F18171",7.11931958113099,6.88233255989617,"Dentoglobigerina baroemoenensis"
"1046","F12541","F12403",28.6777486020443,28.4737841934792,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1047","F88942","F90080",33.9200417361045,33.5024585744995,"Turborotalia increbescens-Turborotalia ampliapertura"
"1048","F49278","N54",5.5,4.64157744890079,"Globorotalia cibaoensis"
"1049","F39939","N27",5.3,5.10796661759457,"Globorotalia sphericomiozea-Globorotalia puncticulata-Globorotalia triangula-Globorotalia inflata"
"1050","F17535","F17043",8.75147443741538,8.38473635257687,"Dentoglobigerina globularis-Dentoglobigerina globosa-Dentoglobigerina altispira"
"1051","F38674","N332",17.5,15.9829963370562,"Globigerinoides subquadratus-Globigerinoides diminutus"
"1052","F3082","N119",43.2,32.8792959569581,"Acarinina echinata"
"1053","F49036","N358",36.4,35.4318733495047,"Hantkenina alabamensis"
"1054","F30702","F30931",41.5875692989398,40.9643218610747,"Globigerinatheka mexicana"
"1055","F86592","F70203",15.7044876498157,15.4818383289369,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"1056","F10674","F10764",26.4304587716724,25.875306266851,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1057","F43323","F13379",22.2202907068329,22.0963636747678,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"1058","F1750","F1115",42.5888059226493,42.3948311856133,"Acarinina boudreauxi-Acarinina bullbrooki"
"1059","F2070","F5020",51.6535172625468,51.3587811027498,"Acarinina coalingensis-Acarinina primitiva"
"1060","F62370","F61702",5.50269118202674,4.65073417157168,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"1061","F39953","F39939",5.10796661759457,4.07928077260731,"Globorotalia sphericomiozea-Globorotalia puncticulata-Globorotalia triangula-Globorotalia inflata"
"1062","F40819","F41575",14.5700428292998,14.4564361339505,"Globoquadrina dehiscens"
"1063","F5089","F5265",42.3696285555698,41.8475735772274,"Acarinina coalingensis-Acarinina primitiva"
"1064","F25902","N4",59.38,55.3585626616212,"Globanomalina chapmani-Globanomalina planoconica-Planoglobanomalina pseudoalgeriana"
"1065","F60081","F59945",0.38722869977355,0.00574989875080064,"Neogloboquadrina incompta-Neogloboquadrina pachyderma"
"1066","F5238","N126",39,38.9087455892178,"Acarinina primitiva"
"1067","F73004","F73257",11.071719561452,10.550886342023,"Sphaeroidinellopsis seminulina-Sphaeroidinellopsis paenedehiscens-Sphaeroidinella dehiscens"
"1068","F17984","F18504",22.0955956006981,20.6855783733002,"Dentoglobigerina baroemoenensis"
"1069","F69050","F68741",51.6488004416136,50.2196461247746,"Igorina tadjikistanensis-Pearsonites lodoensis-Pearsonites broedermanni-Pearsonites anapetes"
"1070","F52401","F52156",6.36940902047325,5.21808091417899,"Globorotalia menardii"
"1071","F38047","F38199",3.71733802702076,3.220565410899,"Globigerinoides elongatus-Globigerinoides ruber-Globigerinoides seigliei"
"1072","F77747","F81348",36.2602628852095,36.2045819794469,"Subbotina linaperta-Subbotina utilisindex"
"1073","F16129","F16081",30.0970925414675,28.6019192589284,"Ciperoella ciperoensis-Ciperoella fariasi"
"1074","F46478","N322",30.3,28.0752416677354,"Globoturborotalita labiacrassata"
