"","Lineage code","Ancestor code","Start date","End date","Species in lineage"
"29","N150","F66141",23.3463280321611,23.2,"Paragloborotalia pseudokugleri-Paragloborotalia kugleri"
"30","N151","F63293",22.0556616818481,22,"Paragloborotalia kugleri"
"31","N152","F25408",13.1313583119537,13.1,"Fohsella peripheroronda-Paragloborotalia birnageae-Fohsella peripheroacuta-Fohsella praefohsi"
"32","N156","F62731",11.3114695110405,10.8,"Paragloborotalia continuosa"
"33","N157","F58523",8.00462297681719,8,"Paragloborotalia continuosa-Neogloboquadrina acostaensis"
"34","N160","F58768",5.73557858730866,5.7,"Paragloborotalia continuosa-Neogloboquadrina acostaensis"
"35","N163","F19228",34.4016858070881,34.4,"Dentoglobigerina galavisi"
"36","N165","F18951",32.7017345431214,32.7,"Dentoglobigerina sp-Dentoglobigerina galavisi-Dentoglobigerina tapuriensis"
"37","N166","F21177",32.2327160137333,32.1,"Dentoglobigerina tapuriensis"
"38","N168","F20867",25.6675274126277,25.5,"Dentoglobigerina sellii"
"39","N17","F90369",37.6895913307848,37.3,"Turborotalia pomeroli-Turborotalia increbescens-Turborotalia cerroazulensis"
"40","N171","N165",32.7,32.5,"Dentoglobigerina galavisi"
"41","N172","F20204",30.0296833160282,29.5,"Dentoglobigerina prasaepis-Dentoglobigerina venezuelana-Globoquadrina conglomerata"
"42","N175","F18830",28.1205528758722,27.3,"Dentoglobigerina galavisi"
"43","N177","N175",27.3,27.2,"Dentoglobigerina galavisi"
"44","N179","F20032",24.2621090830998,24.1,"Dentoglobigerina larmeui"
"45","N18","F89511",34.8349733941542,34.5,"Turborotalia pomeroli-Turborotalia cerroazulensis"
"46","N182","F68496",62.5070603682916,62.3,"Parasubbotina aff_pseudobulloides-Parasubbotina varianta"
"47","N184","F68495",60.7360251262225,60.5,"Parasubbotina varianta"
"48","N186","F68403",55.5131815205468,55.5,"Parasubbotina varianta"
"49","N187","N186",55.5,55.2,"Parasubbotina varianta"
"50","N188","F68384",54.8016192355351,54.5,"Parasubbotina varianta"
"51","N190","N187",55.2,53.5,"Globorotaloides quadrocameratus"
"52","N191","N188",54.5,46.15,"Paragloborotalia griffinoides"
"53","N193","F64748",30.9471066260621,30.5,"Paragloborotalia pseudocontinuosa-Paragloborotalia nana"
"54","N195","F65184",29.8850381149257,29.8,"Paragloborotalia pseudocontinuosa-Paragloborotalia nana"
"55","N198","N2",64.9,64.87,"Muricohedbergella monmouthensis"
"56","N199","N190",53.5,44.5,"Globorotaloides quadrocameratus"
"57","N2","N256",64.95,64.9,"Muricohedbergella monmouthensis"
"58","N201","N199",44.5,30.4,"Globorotaloides eovariabilis"
"59","N203","F42822",14.0751705930363,13.8,"Globorotaloides hexagonus"
"60","N206","F13202",43.6530131170631,43.4,"Globorotaloides suteri-Catapsydrax unicavus"
"61","N207","F11576",38.4508263889747,37.9,"Catapsydrax howei"
"62","N21","F88921",32.9402659655153,32.9,"Turborotalia increbescens-Turborotalia ampliapertura"
"63","N210","F12237",39.7916794101684,39.4,"Globorotaloides suteri-Catapsydrax unicavus"
"64","N212","F10468",27.5019116168236,27.5,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"65","N215","F67828",51.5920329965774,51.5,"Parasubbotina inaequispira"
"66","N217","F67573",50.2538755031695,49.25,"Parasubbotina inaequispira"
"67","N218","N217",49.25,48.1,"Parasubbotina eoclava"
"68","N220","N218",48.1,47.2,"Clavigerinella eocanica"
"69","N221","N220",47.2,44.6,"Clavigerinella eocanica"
"70","N223","F49152",44.1720003217412,43.7,"Clavigerinella caucasica-Hantkenina singanoae-Hantkenina mexicana-Hantkenina lehneri-Hantkenina liebusi"
"71","N225","F49120",41.53361406832,41.3,"Hantkenina liebusi-Hantkenina dumblei"
"72","N227","F49076",39.180513295114,37.5,"Hantkenina dumblei-Hantkenina compressa-Hantkenina primitiva"
"73","N23","F62894",19.0109184173937,18.8,"Paragloborotalia continuosa"
"74","N231","F67555",47.719340496934,47.55,"Parasubbotina inaequispira"
"75","N232","N231",47.55,45.25,"Parasubbotina griffinae"
"76","N235","N231",47.55,46.4,"Parasubbotina inaequispira"
"77","N237","F48784",44.1192597595594,43.95,"Guembelitrioides nuttalli"
"78","N239","N237",43.95,43.9,"Globigerinatheka subconglobata"
"79","N240","N239",43.9,43.85,"Globigerinatheka subconglobata"
"80","N241","F30774",38.3336500791181,38,"Globigerinatheka mexicana"
"81","N244","N240",43.85,43.75,"Globigerinatheka subconglobata"
"82","N246","F31158",43.4534902712507,43,"Globigerinatheka subconglobata"
"83","N248","F30363",38.6559610721705,38.4,"Globigerinatheka index"
"84","N25","N23",18.8,18.3,"Globorotalia praescitula-Globorotalia zealandica"
"85","N251","N239",43.9,43.75,"Globigerinatheka kugleri"
"86","N253","F29632",42.225866120691,40.3,"Globigerinatheka curryi-Globigerinatheka euganea"
"87","N256","F58329",65.758155157128,64.95,"Muricohedbergella monmouthensis"
"88","N257","N256",64.95,64.8,"Eoglobigerina eobulloides"
"89","N259","F81278",63.7006373153374,63.7,"Subbotina trivialis"
"90","N26","F49619",15.3135819225843,15.15,"Globorotalia praescitula-Globorotalia zealandica"
"91","N261","F81322",63.3158790116315,61.2,"Subbotina trivialis"
"92","N262","F80445",55.9899126637498,55.6,"Subbotina trivialis-Subbotina triangularis"
"93","N264","F79271",49.8263266244391,49.55,"Subbotina roesnaesensis"
"94","N265","F79297",49.3152367428923,48.4,"Subbotina roesnaesensis"
"95","N267","F76843",46.0961048556655,45.7,"Subbotina eocaena"
"96","N269","F76288",42.8747261926294,42.8,"Subbotina eocaena"
"97","N27","F39506",5.41910749514122,5.3,"Globorotalia miozea-Globorotalia miotumida-Globorotalia conomiozea-Globorotalia terminalis"
"98","N271","F76254",33.8399192900956,33.4,"Subbotina eocaena"
"99","N273","N271",33.4,32.9,"Subbotina sp1"
"100","N276","F79288",48.3277408588491,47.55,"Subbotina roesnaesensis"
"101","N278","F29171",31.7348315508604,30.5,"Subbotina roesnaesensis-Globigerina officinalis"
"102","N279","F15832",27.6667856241693,27.6,"Ciperoella ciperoensis-Ciperoella fariasi"
"103","N281","F29294",30.4524365516483,30.2,"Globigerina officinalis-Globoturborotalita occlusa-Globigerina praebulloides"
"104","N283","F28905",28.9334668190876,28.9,"Globigerina officinalis-Globoturborotalita occlusa-Globigerina praebulloides"
"105","N285","F47381",28.0937518946617,25,"Globoturborotalita occlusa-Globigerina praebulloides"
"106","N286","F47360",24.2627061016202,23.2,"Globoturborotalita occlusa-Globigerina praebulloides"
"107","N291","N285",25,21.5,"Globigerina eamesi"
"108","N292","F9221",0.495563576947898,0.3,"Beella praedigitata-Beella digitata"
"109","N295","N998",26.3,15.8,"Globorotaloides eovariabilis"
"110","N298","F31788",10.4857731427398,10.2,"Globigerinella clavaticamerata-Globigerinella obesa-Globigerinella praesiphonifera-Globigerinella siphonifera"
"111","N3","F25475",64.0102090770006,62,"Muricohedbergella holmdelensis-Globanomalina archeocompressa-Globanomalina planocompressa"
"112","N30","F51571",14.6383038444445,14.6,"Globorotalia archeomenardii"
"113","N300","F32728",4.18552809233529,3.8,"Globigerinella siphonifera"
"114","N301","F31395",0.715220767711289,0.3,"Globigerinella calida"
"115","N305","N261",61.2,58.7,"Subbotina cancellata"
"116","N306","F82095",55.506497995141,55.4,"Subbotina velascoensis"
"117","N308","N306",55.4,54.5,"Subbotina hornibrooki"
"118","N310","F78452",38.5816469503799,38.5,"Subbotina cancellata-Subbotina patagonica-Subbotina linaperta"
"119","N314","F45060",48.7559534104158,44.15,"Globoturborotalita bassriverensis"
"120","N315","F90710",4.68548210460227,4.5,"Turborotalita carcoselleensis-Turborotalita praequinqueloba-Turborotalita quinqueloba"
"121","N318","N314",44.15,42.4,"Globoturborotalita bassriverensis"
"122","N319","F47488",34.8348991487442,34.5,"Globoturborotalita ouachitaensis"
"123","N32","F49646",15.0490026631067,14.8,"Globorotalia praescitula"
"124","N322","F46676",30.6442534176128,30.3,"Globoturborotalita martini"
"125","N324","F48004",24.4243133575609,23.8,"Globoturborotalita woodi"
"126","N325","F45211",23.6534735307214,22.7,"Globoturborotalita brazieri"
"127","N326","F38810",22.4363627084531,21,"Globigerinoides subquadratus"
"128","N327","F37720",7.50891758009306,7.5,"Globigerinoides altiaperturus-Globigerinoides obliquus"
"129","N329","F37861",3.4666213319719,3.3,"Globigerinoides obliquus"
"130","N332","F38618",17.5417821166432,17.5,"Globigerinoides subquadratus"
"131","N334","F36230",15.3100510225259,15.1,"Globigerinoides subquadratus-Globigerinoides diminutus"
"132","N336","F48370",22.6940311289579,22.5,"Globoturborotalita woodi"
"133","N337","F86790",17.0503452584706,17,"Globoturborotalita connecta-Trilobatus sacculifer-Trilobatus praeimmaturus"
"134","N339","F86457",3.36159019090217,3.3,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"135","N34","F52282",10.3392782686022,10.3,"Globorotalia praemenardii-Globorotalia menardii"
"136","N342","F48319",21.1178646985325,21.1,"Globoturborotalita woodi"
"137","N344","F48173",17.5000711732334,17.3,"Globoturborotalita woodi"
"138","N345","F73756",11.5362912663841,11.5,"Sphaeroidinellopsis disjuncta-Sphaeroidinellopsis seminulina"
"139","N348","F47946",14.333015950406,14.3,"Globoturborotalita woodi"
"140","N349","F47752",2.01397135368218,2,"Globoturborotalita decoraperta-Globoturborotalita rubescens-Globigerinoides tenellus"
"141","N35","F51807",6.52589358589845,6.5,"Globorotalia limbata"
"142","N352","F48600",12.2133498633164,12.1,"Globoturborotalita woodi"
"143","N354","F48332",12.0577293704488,11.5,"Globoturborotalita woodi"
"144","N358","F49018",36.7803494632943,36.4,"Hantkenina alabamensis"
"145","N364","F72054",5.31872534593334,5.2,"Pulleniatina primalis-Pulleniatina praecursor-Pulleniatina obliquiloculata"
"146","N366","N281",30.2,29.4,"Globigerinella clavaticamerata-Globigerinella obesa-Globigerinella praesiphonifera-Globigerinella siphonifera"
"147","N368","F57253",55.5207436552271,55.5,"Morozovella velascoensis"
"148","N37","N35",6.5,5.7,"Globorotalia limbata"
"149","N370","F57459",54.5070425788365,54.5,"Morozovella velascoensis"
"150","N4","F26439",59.4610758830825,59.38,"Globanomalina compressa-Globanomalina ehrenbergi"
"151","N40","N34",10.3,10,"Globorotalia menardii"
"152","N42","F41934",5.85856664438939,5.8,"Globorotalia merotumida-Globorotalia plesiotumida"
"153","N45","F42314",3.60776520749531,3.2,"Globorotalia tumida-Globorotalia flexuosa"
"154","N47","F50316",9.04726057112683,8.2,"Globorotalia scitula-Globorotalia gigantea"
"155","N48","F49280",3.58541273365496,3.5,"Globorotalia praemargaritae-Globorotalia primitiva-Globorotalia evoluta-Globorotalia margaritae"
"156","N5","F26614",56.0723922634963,55.88,"Globanomalina planocompressa-Globanomalina imitata-Globanomalina ovalis"
"157","N51","F49891",7.87397665499942,7.2,"Globorotalia scitula-Globorotalia gigantea"
"158","N52","F49251",6.77771419859765,5.7,"Globorotalia cibaoensis"
"159","N54","N52",5.7,5.5,"Globorotalia cibaoensis"
"160","N56","F88042",4.91136187297216,4.3,"Globorotalia crassaformis"
"161","N58","F88333",3.76119014130207,3.4,"Globorotalia crassaformis-Globorotalia ronda"
"162","N59","F88476",1.34685623135418,1,"Globorotalia crassaformis-Globorotalia viola-Globorotalia ronda"
"163","N6","F71364",46.2403530418816,45.25,"Globanomalina ovalis-Globanomalina luxorensis-Pseudohastigerina wilcoxensis"
"164","N62","F88533",1.59315334520676,1.4,"Globorotalia tenuitheca-Globorotalia tosaensis"
"165","N64","F88680",0.977629297093954,0.8,"Globorotalia truncatulinoides"
"166","N68","F69839",61.3176426578291,61.15,"Praemurica taurica-Praemurica pseudoinconstans-Praemurica inconstans-Praemurica uncinata"
"167","N69","N68",61.15,60.9,"Praemurica uncinata"
"168","N70","N69",60.9,60.75,"Praemurica uncinata"
"169","N72","F50904",59.5429227915453,59.5,"Igorina pusilla"
"170","N76","N68",61.15,60.8,"Morozovella praeangulata-Morozovella angulata"
"171","N77","F82472",46.1487304622177,45.35,"Subbotina yeguaensis-Subbotina gortanii"
"172","N79","F56353",58.120785562871,58,"Morozovella occlusa-Morozovella pasionensis-Morozovella acutispira"
"173","N8","F70911",36.4434630414075,35.8,"Pseudohastigerina wilcoxensis-Pseudohastigerina micra"
"174","N80","F57315",59.3049274332239,58.8,"Morozovella conicotruncata-Morozovella velascoensis"
"175","N83","F53628",55.9358955977834,55.9,"Morozovella angulata-Morozovella apanthesma-Morozovella aequa"
"176","N84","N83",55.9,55.85,"Morozovella aequa"
"177","N86","F69525",50.5428450353537,49.55,"Planorotalites pseudoscitula-Planorotalites capdevilensis"
"178","N88","F56903",54.5720491523854,54.5,"Morozovella subbotinae"
"179","N89","F56831",54.203635819767,54.1,"Morozovella subbotinae"
"180","N90","F56857",54.0431651667859,54,"Morozovella subbotinae"
"181","N94","F55819",52.4434526102687,52.4,"Morozovella lensiformis"
"182","N98","F55228",47.6191210333817,47.19,"Morozovella crater"
"183","N99","F7981",60.728910897898,59.4,"Acarinina strabocella-Acarinina nitida"
"184","N998","N201",30.4,26.3,"Globorotaloides eovariabilis"
"185","T10","F71305",32.1321908987104,32,"Pseudohastigerina naguewichiensis"
"186","T100","F8226",54.3789498705231,54.2,"Acarinina subsphaerica"
"187","T105","F3583",50.6457392397523,50.4,"Acarinina esnehensis"
"188","T107","N106",55.4,55.3,"Acarinina sibaiyaensis"
"189","T108","N106",55.4,55.3,"Acarinina africana"
"190","T11","F27232",56.4459690266871,55.9,"Globanomalina pseudomenardii"
"191","T111","F521",48.7298208332085,48.7,"Acarinina aspensis"
"192","T113","F2705",34.5895397161506,30.3,"Acarinina collactea"
"193","T114","F4040",38.9947379775725,35.8,"Acarinina medizzai"
"194","T116","F2963",44.247435601587,44,"Acarinina angulosa-Acarinina cuneicamerata"
"195","T118","F7706",46.5445251116296,46.4,"Acarinina soldadoensis"
"196","T12","F69339",45.5247584470711,45.2,"Globanomalina chapmani-Globanomalina planoconica-Planoglobanomalina pseudoalgeriana"
"197","T120","N119",43.2,42.3,"Acarinina pseudosubsphaerica"
"198","T121","F3094",33.8905690161814,31.8,"Acarinina echinata"
"199","T123","F50486",0.133786638241727,0,"Globorotalia scitula"
"200","T124","F50486",0.133786638241727,0,"Globorotalia scitula"
"201","T127","N126",39,38.8,"Acarinina primitiva"
"202","T129","F3393",51.4235020187383,50.9,"Acarinina esnaensis-Acarinina wilcoxensis"
"203","T132","F6685",50.483784874052,50.4,"Acarinina quetra"
"204","T134","F6649",43.3052422946545,40.5,"Acarinina punctocarinata"
"205","T135","F1759",40.638005506217,40.5,"Acarinina boudreauxi-Acarinina bullbrooki"
"206","T138","F58250",40.1538707511104,40.1,"Morozovelloides lehneri"
"207","T14","F25602",44.8257012658481,43.8,"Globanomalina australiformis"
"208","T140","N142",44.35,38,"Acarinina mcgowrani"
"209","T141","N139",44,42.3,"Morozovelloides bandyi"
"210","T143","F57797",38.197713970039,38,"Morozovelloides coronatus-Morozovelloides crassatus"
"211","T146","F8465",40.4069418323133,40.3,"Acarinina topilensis"
"212","T147","F6920",38.3294851343171,38.2,"Acarinina rohri"
"213","T148","N144",41.7,40.3,"Acarinina praetopilensis"
"214","T153","F63321",21.5530847135885,21.5,"Paragloborotalia kugleri"
"215","T154","F24831",12.0983133956301,11.9,"Fohsella fohsi-Fohsella lobata-Fohsella robusta"
"216","T155","F24804",7.14078471254464,6.7,"Fohsella paralenguaensis-Fohsella lenguaensis"
"217","T158","F59278",0.0473924318235368,0,"Neogloboquadrina atlantica-Neogloboquadrina humerosa-Neogloboquadrina dutertrei"
"218","T159","F60137",0.00751562139950693,0,"Neogloboquadrina incompta-Neogloboquadrina pachyderma"
"219","T16","N15",40,37.2,"Turborotalia altispiroides"
"220","T161","F58573",2.13034597447825,1.7,"Neogloboquadrina acostaensis"
"221","T162","F71814",0.263934924749192,0,"Pulleniatina primalis-Pulleniatina praecursor-Pulleniatina obliquiloculata"
"222","T164","F20334",27.6050793504198,27.4,"Dentoglobigerina pseudovenezuelana"
"223","T167","F20934",25.5455934627523,25.5,"Dentoglobigerina tapuriensis"
"224","T169","F20574",24.3715910753116,24.1,"Dentoglobigerina sellii"
"225","T170","F18750",19.0425499115054,18.8,"Dentoglobigerina binaiensis"
"226","T173","F21841",24.4864200695069,24.3,"Dentoglobigerina tripartita"
"227","T174","F40270",2.61498247281294,0,"Dentoglobigerina prasaepis-Dentoglobigerina venezuelana-Globoquadrina conglomerata"
"228","T176","F17083",3.01305984395323,3,"Dentoglobigerina globularis-Dentoglobigerina globosa-Dentoglobigerina altispira"
"229","T178","F18072",4.99309805288382,3.3,"Dentoglobigerina baroemoenensis"
"230","T180","F20028",15.9783124383818,11.2,"Dentoglobigerina larmeui"
"231","T181","F41564",5.31826207798906,4.8,"Globoquadrina dehiscens"
"232","T183","F68190",59.7039221728246,59.7,"Parasubbotina pseudobulloides"
"233","T185","N184",60.5,59.3,"Parasubbotina variospira"
"234","T189","F68284",44.3361205151049,40.5,"Parasubbotina varianta-Parasubbotina pseudowilsoni"
"235","T19","F89274",34.3567852109834,33.8,"Turborotalia cerroazulensis"
"236","T192","N191",46.15,33.7,"Paragloborotalia griffinoides"
"237","T194","F63562",11.4230721210758,11.4,"Paragloborotalia semivera-Paragloborotalia siakensis-Globorotalia bella-Paragloborotalia mayeri-Paragloborotalia acrostoma"
"238","T196","F65672",27.120446887883,27.1,"Paragloborotalia opima"
"239","T197","F63202",17.3600827563787,15.1,"Paragloborotalia pseudocontinuosa-Paragloborotalia nana-Paragloborotalia incognita"
"240","T20","F89524",33.8178405699786,33.8,"Turborotalia cocoaensis-Turborotalia cunialensis"
"241","T200","F42946",35.862037659198,33.7,"Globorotaloides quadrocameratus"
"242","T202","F44468",23.5172181635839,22.5,"Globorotaloides testarugosus"
"243","T204","F44601",7.54053203784861,4.8,"Globorotaloides variabilis"
"244","T205","F42874",0.454738444739487,0,"Globorotaloides eovariabilis-Globorotaloides hexagonus"
"245","T208","F11629",34.1584596482385,33.7,"Catapsydrax howei"
"246","T209","F10022",37.7670930019244,34.3,"Catapsydrax africanus"
"247","T211","N210",39.4,34.3,"Catapsydrax globiformis"
"248","T213","F10524",17.4513473444316,17.3,"Globorotaloides suteri-Catapsydrax unicavus-Catapsydrax dissimilis"
"249","T214","F42989",15.8787307980631,10.9,"Globorotaloides stainforthi-Catapsydrax parvulus"
"250","T216","N215",51.5,50.9,"Parasubbotina prebetica"
"251","T219","N218",48.1,44,"Parasubbotina eoclava"
"252","T22","F46395",30.4686662944104,30.25,"Turborotalia ampliapertura-Globoturborotalita euapertura"
"253","T222","N220",47.2,42.7,"Clavigerinella akersi-Clavigerinella jarvisi-Clavigerinella colombiana"
"254","T224","N223",43.7,41.4,"Hantkenina lehneri"
"255","T226","N225",41.3,38.1,"Hantkenina australis"
"256","T228","N227",37.5,33.7,"Hantkenina compressa-Hantkenina primitiva"
"257","T229","F49021",34.7090550975432,33.7,"Hantkenina alabamensis"
"258","T230","F16275",34.0267191056535,33.7,"Hantkenina nanggulanensis-Cribrohantkenina inflata"
"259","T233","F67295",38.0131087506914,37.3,"Parasubbotina griffinae"
"260","T234","N232",45.25,43.1,"Pseudoglobigerinella bolivariana"
"261","T236","F67862",45.6171473868308,45.4,"Parasubbotina inaequispira"
"262","T238","F48800",43.8677326427946,42.3,"Guembelitrioides nuttalli"
"263","T24","F90065",32.1036299616145,30.3,"Turborotalia increbescens"
"264","T242","F30871",36.4941647448774,36,"Globigerinatheka mexicana"
"265","T243","F30990",36.1516389777046,35.8,"Globigerinatheka semiinvoluta"
"266","T245","F29616",38.6771386040724,36.3,"Globigerinatheka barri"
"267","T247","F31086",36.7726315501591,35.5,"Globigerinatheka subconglobata-Globigerinatheka korotkovi"
"268","T249","F30320",34.9435245427769,34.3,"Globigerinatheka index"
"269","T250","F31288",35.6543834474166,33.8,"Globigerinatheka tropicalis"
"270","T252","F30506",40.6652919816528,39.8,"Globigerinatheka kugleri"
"271","T254","N253",40.3,40,"Globigerinatheka euganea-Orbulinoides beckmanni"
"272","T255","F30631",34.8190702933213,34.3,"Globigerinatheka luterbacheri"
"273","T258","F24443",61.3259082422871,60.9,"Eoglobigerina eobulloides-Eoglobigerina edita-Eoglobigerina spiralis"
"274","T260","F81117",59.8026306877867,59.3,"Subbotina triloculinoides"
"275","T263","N262",55.6,55.55,"Subbotina triangularis"
"276","T266","F76936",28.0067105047334,27.2,"Subbotina yeguaensis-Subbotina gortanii"
"277","T268","F75254",32.1427062946931,32.1,"Parasubbotina hagni-Subbotina corpulenta"
"278","T270","F77509",37.2588050119625,33.7,"Subbotina jacksonensis"
"279","T272","F76259",32.5596391717088,32.2,"Subbotina eocaena"
"280","T274","N273",32.9,32.6,"Subbotina sp1"
"281","T275","N273",32.9,27.2,"Subbotina sp2"
"282","T277","F79583",38.5407552774583,38,"Subbotina senni"
"283","T28","F39840",5.2266863562353,3.9,"Globorotalia pliozea"
"284","T280","F15878",21.4092845379189,19.3,"Ciperoella ciperoensis-Ciperoella fariasi"
"285","T282","F15438",23.7516262609698,22.5,"Ciperoella angulisuturalis"
"286","T284","F28946",23.8951361620636,23.8,"Globigerina officinalis"
"287","T287","F85020",19.7988639018522,18.8,"Trilobatus primordius"
"288","T288","F28123",0.0110671822074801,0,"Globoturborotalita occlusa-Globigerina praebulloides-Globigerina bulloides-Globigerina umbilicata-Globigerina falconensis"
"289","T29","F39220",0.0102296647010371,0,"Globorotalia sphericomiozea-Globorotalia puncticulata-Globorotalia pseudospinosa-Globorotalia triangula-Globorotalia inflata"
"290","T294","N292",0.3,0,"Beella digitata"
"291","T297","F16219",13.8648922413448,12.1,"Clavatorella bermudezi"
"292","T299","N292",0.3,0,"Beella praedigitata-Beella digitata"
"293","T302","N301",0.3,0,"Globigerinella adamsi"
"294","T303","F31440",0.00674293644493446,0,"Globigerinella calida"
"295","T304","F32592",0.0339318645792082,0,"Globigerinella siphonifera"
"296","T307","F81831",54.8143397872569,54.45,"Subbotina velascoensis"
"297","T309","F77489",53.9478731636607,52.5,"Subbotina hornibrooki"
"298","T31","N30",14.6,14.2,"Globorotalia archeomenardii"
"299","T313","F78020",30.3854442451266,30.3,"Subbotina linaperta-Subbotina utilisindex"
"300","T316","F90691",0.0111111409496516,0,"Turborotalita quinqueloba"
"301","T317","F90524",4.07630297104362,0,"Turborotalita humilis-Turborotalita clarkei"
"302","T320","F47563",25.4996867180779,23.8,"Globoturborotalita ouachitaensis"
"303","T321","F15171",23.9001011375687,23.8,"Globoturborotalita gnaucki-Ciperoella anguliofficinalis"
"304","T323","F46477",21.7962309018396,16.3,"Globoturborotalita labiacrassata"
"305","T328","F36133",0.459507427684887,0,"Globigerinoides conglobatus"
"306","T33","F49392",6.53446477070684,4.8,"Globorotalia challengeri-Globorotalia juanai"
"307","T330","F37208",1.42508222831646,1.3,"Globigerinoides obliquus"
"308","T331","F36754",2.25699121154379,1.6,"Globigerinoides extremus"
"309","T333","F36881",13.1502895516542,12.1,"Globigerinoides mitra"
"310","T335","F38474",0.12279901368631,0,"Globigerinoides elongatus-Globigerinoides ruber-Globigerinoides seigliei"
"311","T338","F62204",0.130061750567984,0,"Trilobatus bisphericus-Trilobatus sicanus-Praeorbulina curva-Praeorbulina glomerosa-Praeorbulina circularis-Orbulina suturalis-Orbulina universa"
"312","T340","F38932",2.27136975671066,2,"Globigerinoidesella fistulosa"
"313","T341","F86297",0.154787440977297,0,"Trilobatus sacculifer-Trilobatus praeimmaturus-Trilobatus subsacculifer"
"314","T343","F36865",18.3031785662225,16.4,"Globigerinoides italicus"
"315","T346","F72613",4.18633515971232,3.6,"Sphaeroidinellopsis kochi"
"316","T347","F72311",0.51097159820376,0,"Sphaeroidinellopsis seminulina-Sphaeroidinellopsis paenedehiscens-Sphaeroidinella dehiscens"
"317","T350","F47745",0.013918394416105,0,"Globoturborotalita rubescens"
"318","T351","F47758",0.201239851890132,0,"Globigerinoides tenellus"
"319","T353","F35639",3.35479888232425,2.3,"Globigerinoides bollii-Globoturborotalita kennetti"
"320","T355","F46848",4.90301113485476,4.3,"Globoturborotalita nepenthes"
"321","T356","F44873",2.24524316203315,1.3,"Globoturborotalita woodi-Globoturborotalita apertura"
"322","T357","F9197",49.3577538750228,47.55,"Astrorotalia palmerae"
"323","T359","F73908",28.9066120197235,28.5,"Subbotina minima-Subbotina angiporoides"
"324","T36","F52855",2.83706588411005,2.2,"Globorotalia multicamerata"
"325","T360","F38833",10.9593365779449,10.8,"Globigerinoides subquadratus"
"326","T361","F45161",17.6289078794373,15.1,"Globoturborotalita brazieri"
"327","T362","N221",44.6,34,"Clavigerinella eocanica"
"328","T363","F75527",43.9634863002924,40,"Subbotina crociapertura"
"329","T365","F71814",0.263934924749192,0,"Pulleniatina praespectabilis-Pulleniatina spectabilis-Pulleniatina obliquiloculata"
"330","T367","N366",29.4,4,"Protentella prolixa-Protentella nicobarensis"
"331","T369","N368",55.5,55.3,"Morozovella allisonensis"
"332","T371","N370",54.5,54,"Morozovella edgari"
"333","T372","F28445",2.70747167094683,2,"Globigerina eamesi"
"334","T373","F45900",5.33229417721531,0.6,"Globoturborotalita druryi"
"335","T38","F51635",2.89080072656966,1.7,"Globorotalia exilis-Globorotalia pertenuis"
